id_student,code_module,code_presentation,id_site,activity_date,sum_click,activity_type
70464,AAA,2013J,546948,1969-12-31,1,VLE_CLICK
70464,AAA,2013J,547013,1969-12-31,1,VLE_CLICK
70464,AAA,2013J,546614,1969-12-31,14,VLE_CLICK
70464,AAA,2013J,546714,1969-12-31,2,VLE_CLICK
70464,AAA,2013J,546871,1969-12-31,8,VLE_CLICK
70464,AAA,2013J,546879,1969-12-31,4,VLE_CLICK
70464,AAA,2013J,546662,1969-12-31,22,VLE_CLICK
70464,AAA,2013J,547009,1969-12-31,1,VLE_CLICK
70464,AAA,2013J,546681,1969-12-31,1,VLE_CLICK
70464,AAA,2013J,547050,1969-12-31,1,VLE_CLICK
70464,AAA,2013J,546986,1969-12-31,2,VLE_CLICK
71361,AAA,2013J,546614,1969-12-31,25,VLE_CLICK
71361,AAA,2013J,546871,1969-12-31,3,VLE_CLICK
71361,AAA,2013J,546879,1969-12-31,2,VLE_CLICK
71361,AAA,2013J,546662,1969-12-31,7,VLE_CLICK
71361,AAA,2013J,546986,1969-12-31,2,VLE_CLICK
71361,AAA,2013J,546948,1969-12-31,1,VLE_CLICK
71361,AAA,2013J,546732,1969-12-31,1,VLE_CLICK
71361,AAA,2013J,546652,1969-12-31,3,VLE_CLICK
71361,AAA,2013J,546667,1969-12-31,3,VLE_CLICK
71361,AAA,2013J,546681,1969-12-31,2,VLE_CLICK
71361,AAA,2013J,547009,1969-12-31,2,VLE_CLICK
71361,AAA,2013J,547013,1969-12-31,1,VLE_CLICK
71361,AAA,2013J,546719,1969-12-31,1,VLE_CLICK
75091,AAA,2013J,546652,1969-12-31,12,VLE_CLICK
75091,AAA,2013J,546970,1969-12-31,1,VLE_CLICK
75091,AAA,2013J,546883,1969-12-31,6,VLE_CLICK
75091,AAA,2013J,546961,1969-12-31,1,VLE_CLICK
75091,AAA,2013J,546952,1969-12-31,2,VLE_CLICK
75091,AAA,2013J,546731,1969-12-31,10,VLE_CLICK
75091,AAA,2013J,546948,1969-12-31,5,VLE_CLICK
75091,AAA,2013J,546943,1969-12-31,1,VLE_CLICK
75091,AAA,2013J,546911,1969-12-31,1,VLE_CLICK
75091,AAA,2013J,546719,1969-12-31,17,VLE_CLICK
75091,AAA,2013J,546975,1969-12-31,1,VLE_CLICK
75091,AAA,2013J,546986,1969-12-31,1,VLE_CLICK
75091,AAA,2013J,546732,1969-12-31,50,VLE_CLICK
75091,AAA,2013J,546879,1969-12-31,7,VLE_CLICK
75091,AAA,2013J,547050,1969-12-31,1,VLE_CLICK
75091,AAA,2013J,546876,1969-12-31,11,VLE_CLICK
75091,AAA,2013J,547020,1969-12-31,1,VLE_CLICK
75091,AAA,2013J,546874,1969-12-31,2,VLE_CLICK
75091,AAA,2013J,547013,1969-12-31,2,VLE_CLICK
75091,AAA,2013J,546990,1969-12-31,1,VLE_CLICK
75091,AAA,2013J,546681,1969-12-31,16,VLE_CLICK
75091,AAA,2013J,546667,1969-12-31,3,VLE_CLICK
75091,AAA,2013J,546871,1969-12-31,16,VLE_CLICK
75091,AAA,2013J,546684,1969-12-31,1,VLE_CLICK
75091,AAA,2013J,546662,1969-12-31,29,VLE_CLICK
75091,AAA,2013J,546907,1969-12-31,2,VLE_CLICK
75091,AAA,2013J,546688,1969-12-31,10,VLE_CLICK
75091,AAA,2013J,546614,1969-12-31,55,VLE_CLICK
75091,AAA,2013J,546672,1969-12-31,1,VLE_CLICK
57506,AAA,2013J,546614,1969-12-31,3,VLE_CLICK
57506,AAA,2013J,546883,1969-12-31,1,VLE_CLICK
57506,AAA,2013J,546719,1969-12-31,1,VLE_CLICK
57506,AAA,2013J,546876,1969-12-31,1,VLE_CLICK
57506,AAA,2013J,546681,1969-12-31,1,VLE_CLICK
77367,AAA,2013J,546986,1969-12-31,1,VLE_CLICK
77367,AAA,2013J,546652,1969-12-31,4,VLE_CLICK
77367,AAA,2013J,546662,1969-12-31,6,VLE_CLICK
77367,AAA,2013J,547009,1969-12-31,1,VLE_CLICK
77367,AAA,2013J,546614,1969-12-31,10,VLE_CLICK
94961,AAA,2013J,546879,1969-12-31,5,VLE_CLICK
94961,AAA,2013J,546672,1969-12-31,1,VLE_CLICK
94961,AAA,2013J,546670,1969-12-31,1,VLE_CLICK
94961,AAA,2013J,546671,1969-12-31,1,VLE_CLICK
94961,AAA,2013J,546662,1969-12-31,12,VLE_CLICK
94961,AAA,2013J,546668,1969-12-31,1,VLE_CLICK
94961,AAA,2013J,546614,1969-12-31,6,VLE_CLICK
94961,AAA,2013J,546652,1969-12-31,2,VLE_CLICK
94961,AAA,2013J,546667,1969-12-31,10,VLE_CLICK
98094,AAA,2013J,546990,1969-12-31,2,VLE_CLICK
98094,AAA,2013J,546652,1969-12-31,3,VLE_CLICK
98094,AAA,2013J,546876,1969-12-31,5,VLE_CLICK
98094,AAA,2013J,546731,1969-12-31,3,VLE_CLICK
98094,AAA,2013J,546669,1969-12-31,9,VLE_CLICK
98094,AAA,2013J,546879,1969-12-31,16,VLE_CLICK
98094,AAA,2013J,546671,1969-12-31,2,VLE_CLICK
98094,AAA,2013J,546681,1969-12-31,3,VLE_CLICK
98094,AAA,2013J,546719,1969-12-31,14,VLE_CLICK
98094,AAA,2013J,546668,1969-12-31,1,VLE_CLICK
98094,AAA,2013J,546714,1969-12-31,25,VLE_CLICK
98094,AAA,2013J,546672,1969-12-31,1,VLE_CLICK
98094,AAA,2013J,546701,1969-12-31,3,VLE_CLICK
98094,AAA,2013J,546700,1969-12-31,1,VLE_CLICK
98094,AAA,2013J,546667,1969-12-31,29,VLE_CLICK
98094,AAA,2013J,546874,1969-12-31,2,VLE_CLICK
98094,AAA,2013J,546907,1969-12-31,2,VLE_CLICK
98094,AAA,2013J,546871,1969-12-31,20,VLE_CLICK
98094,AAA,2013J,546614,1969-12-31,38,VLE_CLICK
98094,AAA,2013J,547009,1969-12-31,2,VLE_CLICK
98094,AAA,2013J,547013,1969-12-31,1,VLE_CLICK
98094,AAA,2013J,546961,1969-12-31,2,VLE_CLICK
98094,AAA,2013J,547050,1969-12-31,2,VLE_CLICK
98094,AAA,2013J,546911,1969-12-31,2,VLE_CLICK
98094,AAA,2013J,546948,1969-12-31,5,VLE_CLICK
98094,AAA,2013J,546662,1969-12-31,43,VLE_CLICK
98094,AAA,2013J,546986,1969-12-31,4,VLE_CLICK
101781,AAA,2013J,546614,1969-12-31,5,VLE_CLICK
101781,AAA,2013J,546652,1969-12-31,1,VLE_CLICK
101781,AAA,2013J,546662,1969-12-31,4,VLE_CLICK
102806,AAA,2013J,546719,1969-12-31,3,VLE_CLICK
102806,AAA,2013J,546667,1969-12-31,2,VLE_CLICK
102806,AAA,2013J,546879,1969-12-31,1,VLE_CLICK
102806,AAA,2013J,546614,1969-12-31,4,VLE_CLICK
106577,AAA,2013J,546986,1969-12-31,1,VLE_CLICK
106577,AAA,2013J,546652,1969-12-31,1,VLE_CLICK
106577,AAA,2013J,546879,1969-12-31,1,VLE_CLICK
106577,AAA,2013J,546614,1969-12-31,6,VLE_CLICK
106577,AAA,2013J,546714,1969-12-31,1,VLE_CLICK
104476,AAA,2013J,547009,1969-12-31,1,VLE_CLICK
104476,AAA,2013J,546671,1969-12-31,1,VLE_CLICK
104476,AAA,2013J,546952,1969-12-31,1,VLE_CLICK
104476,AAA,2013J,546986,1969-12-31,1,VLE_CLICK
104476,AAA,2013J,546668,1969-12-31,1,VLE_CLICK
104476,AAA,2013J,546731,1969-12-31,4,VLE_CLICK
104476,AAA,2013J,546883,1969-12-31,3,VLE_CLICK
104476,AAA,2013J,546688,1969-12-31,5,VLE_CLICK
104476,AAA,2013J,546662,1969-12-31,18,VLE_CLICK
104476,AAA,2013J,546669,1969-12-31,22,VLE_CLICK
104476,AAA,2013J,546667,1969-12-31,13,VLE_CLICK
104476,AAA,2013J,546990,1969-12-31,1,VLE_CLICK
104476,AAA,2013J,547013,1969-12-31,1,VLE_CLICK
104476,AAA,2013J,546652,1969-12-31,3,VLE_CLICK
104476,AAA,2013J,546723,1969-12-31,6,VLE_CLICK
104476,AAA,2013J,546714,1969-12-31,11,VLE_CLICK
104476,AAA,2013J,546719,1969-12-31,13,VLE_CLICK
104476,AAA,2013J,546903,1969-12-31,1,VLE_CLICK
104476,AAA,2013J,546876,1969-12-31,7,VLE_CLICK
104476,AAA,2013J,546684,1969-12-31,11,VLE_CLICK
104476,AAA,2013J,546874,1969-12-31,1,VLE_CLICK
104476,AAA,2013J,546732,1969-12-31,15,VLE_CLICK
104476,AAA,2013J,546879,1969-12-31,11,VLE_CLICK
104476,AAA,2013J,546614,1969-12-31,35,VLE_CLICK
104476,AAA,2013J,546681,1969-12-31,15,VLE_CLICK
104476,AAA,2013J,547050,1969-12-31,1,VLE_CLICK
104476,AAA,2013J,546871,1969-12-31,8,VLE_CLICK
104476,AAA,2013J,546948,1969-12-31,1,VLE_CLICK
110175,AAA,2013J,546662,1969-12-31,4,VLE_CLICK
110175,AAA,2013J,546952,1969-12-31,1,VLE_CLICK
110175,AAA,2013J,546871,1969-12-31,1,VLE_CLICK
110175,AAA,2013J,547009,1969-12-31,1,VLE_CLICK
110175,AAA,2013J,546990,1969-12-31,1,VLE_CLICK
110175,AAA,2013J,546948,1969-12-31,1,VLE_CLICK
110175,AAA,2013J,546879,1969-12-31,1,VLE_CLICK
110175,AAA,2013J,546986,1969-12-31,1,VLE_CLICK
110175,AAA,2013J,546614,1969-12-31,8,VLE_CLICK
110175,AAA,2013J,546667,1969-12-31,3,VLE_CLICK
114999,AAA,2013J,546662,1969-12-31,3,VLE_CLICK
114999,AAA,2013J,546614,1969-12-31,6,VLE_CLICK
114999,AAA,2013J,546719,1969-12-31,3,VLE_CLICK
114999,AAA,2013J,547009,1969-12-31,1,VLE_CLICK
114999,AAA,2013J,546652,1969-12-31,2,VLE_CLICK
114999,AAA,2013J,546986,1969-12-31,2,VLE_CLICK
114999,AAA,2013J,546681,1969-12-31,1,VLE_CLICK
111717,AAA,2013J,546732,1969-12-31,29,VLE_CLICK
111717,AAA,2013J,546719,1969-12-31,18,VLE_CLICK
111717,AAA,2013J,547013,1969-12-31,2,VLE_CLICK
111717,AAA,2013J,546662,1969-12-31,7,VLE_CLICK
111717,AAA,2013J,546681,1969-12-31,12,VLE_CLICK
111717,AAA,2013J,546652,1969-12-31,3,VLE_CLICK
111717,AAA,2013J,546614,1969-12-31,9,VLE_CLICK
111717,AAA,2013J,546669,1969-12-31,8,VLE_CLICK
111717,AAA,2013J,546731,1969-12-31,9,VLE_CLICK
111717,AAA,2013J,546986,1969-12-31,1,VLE_CLICK
111717,AAA,2013J,546667,1969-12-31,5,VLE_CLICK
111717,AAA,2013J,546879,1969-12-31,6,VLE_CLICK
111717,AAA,2013J,546876,1969-12-31,1,VLE_CLICK
116692,AAA,2013J,546614,1969-12-31,16,VLE_CLICK
116692,AAA,2013J,546700,1969-12-31,6,VLE_CLICK
116692,AAA,2013J,546688,1969-12-31,19,VLE_CLICK
116692,AAA,2013J,547013,1969-12-31,3,VLE_CLICK
116692,AAA,2013J,546714,1969-12-31,6,VLE_CLICK
116692,AAA,2013J,546879,1969-12-31,22,VLE_CLICK
116692,AAA,2013J,546668,1969-12-31,1,VLE_CLICK
116692,AAA,2013J,546681,1969-12-31,1,VLE_CLICK
116692,AAA,2013J,546667,1969-12-31,8,VLE_CLICK
116692,AAA,2013J,546900,1969-12-31,1,VLE_CLICK
116692,AAA,2013J,546662,1969-12-31,9,VLE_CLICK
116692,AAA,2013J,546669,1969-12-31,4,VLE_CLICK
127582,AAA,2013J,546879,1969-12-31,1,VLE_CLICK
127582,AAA,2013J,546714,1969-12-31,1,VLE_CLICK
127582,AAA,2013J,546614,1969-12-31,5,VLE_CLICK
127582,AAA,2013J,546667,1969-12-31,3,VLE_CLICK
127582,AAA,2013J,546719,1969-12-31,1,VLE_CLICK
127582,AAA,2013J,546652,1969-12-31,2,VLE_CLICK
129955,AAA,2013J,546879,1969-12-31,1,VLE_CLICK
129955,AAA,2013J,546670,1969-12-31,2,VLE_CLICK
129955,AAA,2013J,546671,1969-12-31,1,VLE_CLICK
129955,AAA,2013J,546681,1969-12-31,1,VLE_CLICK
129955,AAA,2013J,546667,1969-12-31,4,VLE_CLICK
129955,AAA,2013J,546668,1969-12-31,4,VLE_CLICK
129955,AAA,2013J,546614,1969-12-31,3,VLE_CLICK
129955,AAA,2013J,546672,1969-12-31,2,VLE_CLICK
132976,AAA,2013J,546614,1969-12-31,5,VLE_CLICK
132976,AAA,2013J,546662,1969-12-31,2,VLE_CLICK
132976,AAA,2013J,547013,1969-12-31,1,VLE_CLICK
132976,AAA,2013J,546871,1969-12-31,2,VLE_CLICK
132976,AAA,2013J,546667,1969-12-31,1,VLE_CLICK
132976,AAA,2013J,546879,1969-12-31,4,VLE_CLICK
135335,AAA,2013J,546614,1969-12-31,2,VLE_CLICK
134143,AAA,2013J,546879,1969-12-31,1,VLE_CLICK
134143,AAA,2013J,546614,1969-12-31,5,VLE_CLICK
134143,AAA,2013J,547013,1969-12-31,1,VLE_CLICK
137873,AAA,2013J,546719,1969-12-31,1,VLE_CLICK
137873,AAA,2013J,546681,1969-12-31,1,VLE_CLICK
137873,AAA,2013J,546879,1969-12-31,1,VLE_CLICK
137873,AAA,2013J,546652,1969-12-31,3,VLE_CLICK
137873,AAA,2013J,546614,1969-12-31,7,VLE_CLICK
137873,AAA,2013J,546667,1969-12-31,3,VLE_CLICK
118983,AAA,2013J,546871,1969-12-31,1,VLE_CLICK
118983,AAA,2013J,546879,1969-12-31,1,VLE_CLICK
118983,AAA,2013J,546688,1969-12-31,1,VLE_CLICK
118983,AAA,2013J,546667,1969-12-31,3,VLE_CLICK
118983,AAA,2013J,546614,1969-12-31,2,VLE_CLICK
123044,AAA,2013J,546614,1969-12-31,2,VLE_CLICK
123044,AAA,2013J,546662,1969-12-31,1,VLE_CLICK
144801,AAA,2013J,546871,1969-12-31,3,VLE_CLICK
144801,AAA,2013J,546652,1969-12-31,3,VLE_CLICK
144801,AAA,2013J,546681,1969-12-31,8,VLE_CLICK
144801,AAA,2013J,546669,1969-12-31,6,VLE_CLICK
144801,AAA,2013J,546668,1969-12-31,1,VLE_CLICK
144801,AAA,2013J,546986,1969-12-31,1,VLE_CLICK
144801,AAA,2013J,546667,1969-12-31,6,VLE_CLICK
144801,AAA,2013J,546662,1969-12-31,2,VLE_CLICK
144801,AAA,2013J,547013,1969-12-31,2,VLE_CLICK
144801,AAA,2013J,546714,1969-12-31,3,VLE_CLICK
144801,AAA,2013J,546876,1969-12-31,4,VLE_CLICK
144801,AAA,2013J,546719,1969-12-31,3,VLE_CLICK
144801,AAA,2013J,546883,1969-12-31,2,VLE_CLICK
144801,AAA,2013J,546879,1969-12-31,7,VLE_CLICK
144801,AAA,2013J,546614,1969-12-31,18,VLE_CLICK
146188,AAA,2013J,546662,1969-12-31,4,VLE_CLICK
145130,AAA,2013J,546670,1969-12-31,1,VLE_CLICK
145130,AAA,2013J,546671,1969-12-31,1,VLE_CLICK
145130,AAA,2013J,546672,1969-12-31,1,VLE_CLICK
145130,AAA,2013J,546681,1969-12-31,1,VLE_CLICK
145130,AAA,2013J,546719,1969-12-31,2,VLE_CLICK
145130,AAA,2013J,546879,1969-12-31,5,VLE_CLICK
146188,AAA,2013J,546614,1969-12-31,5,VLE_CLICK
146188,AAA,2013J,546669,1969-12-31,5,VLE_CLICK
145130,AAA,2013J,546668,1969-12-31,1,VLE_CLICK
145130,AAA,2013J,546614,1969-12-31,1,VLE_CLICK
146188,AAA,2013J,546667,1969-12-31,5,VLE_CLICK
145130,AAA,2013J,546667,1969-12-31,3,VLE_CLICK
146188,AAA,2013J,546879,1969-12-31,3,VLE_CLICK
146188,AAA,2013J,547020,1969-12-31,1,VLE_CLICK
146188,AAA,2013J,547013,1969-12-31,1,VLE_CLICK
146188,AAA,2013J,546871,1969-12-31,2,VLE_CLICK
146188,AAA,2013J,546986,1969-12-31,1,VLE_CLICK
147756,AAA,2013J,546986,1969-12-31,1,VLE_CLICK
147756,AAA,2013J,546614,1969-12-31,4,VLE_CLICK
147756,AAA,2013J,546662,1969-12-31,10,VLE_CLICK
148993,AAA,2013J,546614,1969-12-31,15,VLE_CLICK
148993,AAA,2013J,546652,1969-12-31,1,VLE_CLICK
148993,AAA,2013J,546667,1969-12-31,3,VLE_CLICK
148993,AAA,2013J,546662,1969-12-31,32,VLE_CLICK
148993,AAA,2013J,546700,1969-12-31,2,VLE_CLICK
148993,AAA,2013J,546719,1969-12-31,5,VLE_CLICK
148993,AAA,2013J,546714,1969-12-31,20,VLE_CLICK
148993,AAA,2013J,547013,1969-12-31,2,VLE_CLICK
148993,AAA,2013J,546879,1969-12-31,5,VLE_CLICK
148993,AAA,2013J,546876,1969-12-31,1,VLE_CLICK
148993,AAA,2013J,546900,1969-12-31,1,VLE_CLICK
148993,AAA,2013J,546681,1969-12-31,12,VLE_CLICK
235507,AAA,2013J,546954,1969-12-31,1,VLE_CLICK
235507,AAA,2013J,546614,1969-12-31,2,VLE_CLICK
235507,AAA,2013J,546871,1969-12-31,1,VLE_CLICK
235507,AAA,2013J,546948,1969-12-31,1,VLE_CLICK
238007,AAA,2013J,546614,1969-12-31,11,VLE_CLICK
238007,AAA,2013J,546667,1969-12-31,5,VLE_CLICK
238007,AAA,2013J,546652,1969-12-31,4,VLE_CLICK
238007,AAA,2013J,546660,1969-12-31,3,VLE_CLICK
238007,AAA,2013J,546876,1969-12-31,1,VLE_CLICK
238007,AAA,2013J,547013,1969-12-31,1,VLE_CLICK
238007,AAA,2013J,546894,1969-12-31,1,VLE_CLICK
238007,AAA,2013J,546719,1969-12-31,5,VLE_CLICK
238007,AAA,2013J,546954,1969-12-31,1,VLE_CLICK
238007,AAA,2013J,546662,1969-12-31,3,VLE_CLICK
238007,AAA,2013J,546871,1969-12-31,5,VLE_CLICK
238007,AAA,2013J,546681,1969-12-31,5,VLE_CLICK
238007,AAA,2013J,546948,1969-12-31,2,VLE_CLICK
238007,AAA,2013J,546879,1969-12-31,1,VLE_CLICK
241649,AAA,2013J,546876,1969-12-31,4,VLE_CLICK
241649,AAA,2013J,546879,1969-12-31,7,VLE_CLICK
241649,AAA,2013J,546719,1969-12-31,10,VLE_CLICK
241649,AAA,2013J,547011,1969-12-31,1,VLE_CLICK
241649,AAA,2013J,546948,1969-12-31,2,VLE_CLICK
241649,AAA,2013J,546667,1969-12-31,14,VLE_CLICK
241649,AAA,2013J,546723,1969-12-31,3,VLE_CLICK
241649,AAA,2013J,546871,1969-12-31,7,VLE_CLICK
241649,AAA,2013J,546614,1969-12-31,20,VLE_CLICK
241649,AAA,2013J,546684,1969-12-31,8,VLE_CLICK
241649,AAA,2013J,546681,1969-12-31,10,VLE_CLICK
241649,AAA,2013J,546652,1969-12-31,3,VLE_CLICK
241649,AAA,2013J,546662,1969-12-31,33,VLE_CLICK
241649,AAA,2013J,546732,1969-12-31,18,VLE_CLICK
241649,AAA,2013J,546883,1969-12-31,2,VLE_CLICK
248270,AAA,2013J,546652,1969-12-31,4,VLE_CLICK
248270,AAA,2013J,546667,1969-12-31,3,VLE_CLICK
248270,AAA,2013J,546879,1969-12-31,2,VLE_CLICK
248270,AAA,2013J,546719,1969-12-31,1,VLE_CLICK
248270,AAA,2013J,546672,1969-12-31,1,VLE_CLICK
248270,AAA,2013J,546668,1969-12-31,1,VLE_CLICK
248270,AAA,2013J,546614,1969-12-31,22,VLE_CLICK
248270,AAA,2013J,546662,1969-12-31,33,VLE_CLICK
248270,AAA,2013J,546671,1969-12-31,1,VLE_CLICK
248270,AAA,2013J,546670,1969-12-31,1,VLE_CLICK
255548,AAA,2013J,546874,1969-12-31,1,VLE_CLICK
255548,AAA,2013J,546871,1969-12-31,4,VLE_CLICK
255548,AAA,2013J,547050,1969-12-31,1,VLE_CLICK
255548,AAA,2013J,546652,1969-12-31,4,VLE_CLICK
255548,AAA,2013J,546614,1969-12-31,20,VLE_CLICK
255548,AAA,2013J,546681,1969-12-31,12,VLE_CLICK
255548,AAA,2013J,546667,1969-12-31,5,VLE_CLICK
255548,AAA,2013J,546883,1969-12-31,1,VLE_CLICK
255548,AAA,2013J,546662,1969-12-31,18,VLE_CLICK
255548,AAA,2013J,546876,1969-12-31,1,VLE_CLICK
255548,AAA,2013J,546688,1969-12-31,1,VLE_CLICK
255548,AAA,2013J,546879,1969-12-31,5,VLE_CLICK
255548,AAA,2013J,546719,1969-12-31,6,VLE_CLICK
258392,AAA,2013J,546667,1969-12-31,3,VLE_CLICK
258392,AAA,2013J,546871,1969-12-31,1,VLE_CLICK
258392,AAA,2013J,546614,1969-12-31,3,VLE_CLICK
258392,AAA,2013J,546879,1969-12-31,1,VLE_CLICK
256815,AAA,2013J,546986,1969-12-31,2,VLE_CLICK
256815,AAA,2013J,546662,1969-12-31,3,VLE_CLICK
256815,AAA,2013J,546652,1969-12-31,2,VLE_CLICK
256815,AAA,2013J,547009,1969-12-31,1,VLE_CLICK
