student_id,code_module,code_presentation,date_registration,date_unregistration
235507,AAA,2013J,1969-12-31,1970-01-01
236284,AAA,2013J,1970-01-01,
238007,AAA,2013J,1969-12-31,
240712,AAA,2013J,1969-12-31,
240884,AAA,2013J,1969-12-31,
241649,AAA,2013J,1969-12-31,
241729,AAA,2013J,1969-12-31,
242793,AAA,2013J,1969-12-31,
246834,AAA,2013J,1969-12-31,
248270,AAA,2013J,1969-12-31,
255548,AAA,2013J,1969-12-31,
256815,AAA,2013J,1969-12-31,
258392,AAA,2013J,1969-12-31,
258894,AAA,2013J,1969-12-31,
260355,AAA,2013J,1969-12-31,1970-01-01
262011,AAA,2013J,1969-12-31,
262934,AAA,2013J,1969-12-31,
268073,AAA,2013J,1969-12-31,
268733,AAA,2013J,1969-12-31,1970-01-01
271251,AAA,2013J,1969-12-31,
277880,AAA,2013J,1969-12-31,1970-01-01
279572,AAA,2013J,1969-12-31,
281022,AAA,2013J,1969-12-31,
281250,AAA,2013J,1969-12-31,
281589,AAA,2013J,1969-12-31,
282821,AAA,2013J,1969-12-31,
286488,AAA,2013J,1969-12-31,
287548,AAA,2013J,1969-12-31,
290201,AAA,2013J,1969-12-31,
290757,AAA,2013J,1969-12-31,
291334,AAA,2013J,1969-12-31,
292923,AAA,2013J,1969-12-31,1969-12-31
293699,AAA,2013J,1969-12-31,
294570,AAA,2013J,1969-12-31,
294594,AAA,2013J,1969-12-31,
295741,AAA,2013J,1969-12-31,
296332,AAA,2013J,1969-12-31,
298696,AAA,2013J,1969-12-31,
300398,AAA,2013J,1969-12-31,
302302,AAA,2013J,1969-12-31,
305152,AAA,2013J,1969-12-31,
305386,AAA,2013J,1969-12-31,
305539,AAA,2013J,1969-12-31,1969-12-31
306107,AAA,2013J,1969-12-31,
306466,AAA,2013J,1969-12-31,
306897,AAA,2013J,1969-12-31,
307061,AAA,2013J,1969-12-31,
307866,AAA,2013J,1969-12-31,
311917,AAA,2013J,1969-12-31,
312537,AAA,2013J,1969-12-31,
312782,AAA,2013J,1969-12-31,
318933,AAA,2013J,1969-12-31,
319047,AAA,2013J,1969-12-31,
321942,AAA,2013J,1969-12-31,
324002,AAA,2013J,1969-12-31,
324084,AAA,2013J,1969-12-31,
324282,AAA,2013J,1969-12-31,
331358,AAA,2013J,1969-12-31,1970-01-01
332789,AAA,2013J,1969-12-31,
333059,AAA,2013J,1969-12-31,
333323,AAA,2013J,1969-12-31,
334259,AAA,2013J,1969-12-31,
334333,AAA,2013J,1969-12-31,1970-01-01
335764,AAA,2013J,1969-12-31,1970-01-01
336207,AAA,2013J,1969-12-31,
339972,AAA,2013J,1969-12-31,
341872,AAA,2013J,1970-01-01,
342007,AAA,2013J,1969-12-31,1970-01-01
342514,AAA,2013J,1969-12-31,
342972,AAA,2013J,1969-12-31,
343446,AAA,2013J,1969-12-31,
344282,AAA,2013J,1969-12-31,
345068,AAA,2013J,1969-12-31,
345357,AAA,2013J,1969-12-31,
346025,AAA,2013J,1969-12-31,
346843,AAA,2013J,1969-12-31,
350188,AAA,2013J,1969-12-31,
354858,AAA,2013J,1969-12-31,1970-01-01
357668,AAA,2013J,1969-12-31,
364177,AAA,2013J,1969-12-31,
365244,AAA,2013J,1969-12-31,
365642,AAA,2013J,1969-12-31,
366483,AAA,2013J,1969-12-31,
368194,AAA,2013J,1969-12-31,
368824,AAA,2013J,1969-12-31,
368963,AAA,2013J,1969-12-31,
376439,AAA,2013J,1969-12-31,
376581,AAA,2013J,1969-12-31,
380953,AAA,2013J,1969-12-31,
383254,AAA,2013J,1969-12-31,
386924,AAA,2013J,1969-12-31,
386952,AAA,2013J,1969-12-31,
388722,AAA,2013J,1969-12-31,
388885,AAA,2013J,1969-12-31,
390890,AAA,2013J,1969-12-31,1970-01-01
392756,AAA,2013J,1969-12-31,
392931,AAA,2013J,1969-12-31,
393207,AAA,2013J,1969-12-31,
396872,AAA,2013J,1969-12-31,
398552,AAA,2013J,1969-12-31,
401869,AAA,2013J,1969-12-31,
402470,AAA,2013J,1969-12-31,
404804,AAA,2013J,1969-12-31,
405088,AAA,2013J,1969-12-31,
405961,AAA,2013J,1969-12-31,1969-12-31
414117,AAA,2013J,1969-12-31,
415969,AAA,2013J,1969-12-31,1970-01-01
420087,AAA,2013J,1969-12-31,
429958,AAA,2013J,1969-12-31,
441018,AAA,2013J,1969-12-31,
441888,AAA,2013J,1969-12-31,
442442,AAA,2013J,1969-12-31,1970-01-01
444677,AAA,2013J,1969-12-31,
470588,AAA,2013J,1969-12-31,1970-01-01
489455,AAA,2013J,1969-12-31,
494424,AAA,2013J,1969-12-31,
495284,AAA,2013J,1969-12-31,
498857,AAA,2013J,1969-12-31,
508818,AAA,2013J,1969-12-31,
512460,AAA,2013J,1969-12-31,
544103,AAA,2013J,1969-12-31,
550383,AAA,2013J,1969-12-31,
564450,AAA,2013J,1969-12-31,
568601,AAA,2013J,1969-12-31,1970-01-01
572652,AAA,2013J,1969-12-31,
580389,AAA,2013J,1969-12-31,
581129,AAA,2013J,1969-12-31,
588775,AAA,2013J,1969-12-31,
591774,AAA,2013J,1969-12-31,
603861,AAA,2013J,1969-12-31,1970-01-01
606143,AAA,2013J,1969-12-31,
704156,AAA,2013J,1969-12-31,
705379,AAA,2013J,1969-12-31,
721259,AAA,2013J,1969-12-31,1970-01-01
749412,AAA,2013J,1969-12-31,
760729,AAA,2013J,1969-12-31,
905042,AAA,2013J,1969-12-31,
949618,AAA,2013J,1969-12-31,
958987,AAA,2013J,1969-12-31,
968578,AAA,2013J,1969-12-31,
969076,AAA,2013J,1969-12-31,1970-01-01
971027,AAA,2013J,1969-12-31,
978739,AAA,2013J,1969-12-31,
1035023,AAA,2013J,1969-12-31,
1105478,AAA,2013J,1969-12-31,
1352868,AAA,2013J,1969-12-31,1970-01-01
1401935,AAA,2013J,1969-12-31,
1402638,AAA,2013J,1969-12-31,
1414443,AAA,2013J,1969-12-31,
1456619,AAA,2013J,1969-12-31,1970-01-01
1465690,AAA,2013J,1969-12-31,
1472925,AAA,2013J,1970-01-01,
1488959,AAA,2013J,1969-12-31,
1518989,AAA,2013J,1969-12-31,
1618738,AAA,2013J,1969-12-31,
1620151,AAA,2013J,1969-12-31,
1626710,AAA,2013J,1969-12-31,
1640609,AAA,2013J,1969-12-31,
1686521,AAA,2013J,1969-12-31,1970-01-01
1729319,AAA,2013J,1969-12-31,
1746134,AAA,2013J,1969-12-31,
1758449,AAA,2013J,1969-12-31,1970-01-01
1763015,AAA,2013J,1969-12-31,1969-12-31
1765788,AAA,2013J,1969-12-31,
1801229,AAA,2013J,1969-12-31,
1801641,AAA,2013J,1969-12-31,
1847830,AAA,2013J,1969-12-31,
1860318,AAA,2013J,1969-12-31,
1889511,AAA,2013J,1969-12-31,
1889577,AAA,2013J,1969-12-31,
1894188,AAA,2013J,1969-12-31,
1938355,AAA,2013J,1969-12-31,
1942396,AAA,2013J,1969-12-31,
1970390,AAA,2013J,1969-12-31,1970-01-01
1976139,AAA,2013J,1969-12-31,
2011876,AAA,2013J,1969-12-31,
2012966,AAA,2013J,1969-12-31,
2051699,AAA,2013J,1969-12-31,
2062879,AAA,2013J,1969-12-31,
2065691,AAA,2013J,1969-12-31,1970-01-01
2073016,AAA,2013J,1969-12-31,1970-01-01
2080474,AAA,2013J,1969-12-31,
2083877,AAA,2013J,1969-12-31,
2084066,AAA,2013J,1969-12-31,
2104505,AAA,2013J,1969-12-31,
2122180,AAA,2013J,1969-12-31,
2139353,AAA,2013J,1969-12-31,1970-01-01
2143752,AAA,2013J,1969-12-31,
2146792,AAA,2013J,1969-12-31,
2149225,AAA,2013J,1969-12-31,1970-01-01
2153153,AAA,2013J,1969-12-31,
2155014,AAA,2013J,1969-12-31,
2164705,AAA,2013J,1969-12-31,
2171627,AAA,2013J,1969-12-31,
2182846,AAA,2013J,1969-12-31,
2194100,AAA,2013J,1969-12-31,
2197016,AAA,2013J,1969-12-31,
2208424,AAA,2013J,1969-12-31,
2229865,AAA,2013J,1969-12-31,
2255601,AAA,2013J,1969-12-31,1970-01-01
2268379,AAA,2013J,1969-12-31,
2278464,AAA,2013J,1969-12-31,
2293923,AAA,2013J,1969-12-31,
2312620,AAA,2013J,1969-12-31,1970-01-01
2318055,AAA,2013J,1969-12-31,1969-12-31
2324976,AAA,2013J,1969-12-31,1969-12-31
2329342,AAA,2013J,1969-12-31,
2339528,AAA,2013J,1969-12-31,
2342426,AAA,2013J,1969-12-31,
2344901,AAA,2013J,1969-12-31,
2358056,AAA,2013J,1969-12-31,
2358969,AAA,2013J,1969-12-31,1970-01-01
2364471,AAA,2013J,1969-12-31,
2365101,AAA,2013J,1969-12-31,1969-12-31
2367155,AAA,2013J,1969-12-31,
2369266,AAA,2013J,1969-12-31,
2376496,AAA,2013J,1969-12-31,
2391984,AAA,2013J,1969-12-31,1970-01-01
2411661,AAA,2013J,1969-12-31,
2411778,AAA,2013J,1969-12-31,1970-01-01
2412002,AAA,2013J,1969-12-31,
2412967,AAA,2013J,1969-12-31,
2429854,AAA,2013J,1969-12-31,1970-01-01
2437837,AAA,2013J,1969-12-31,
2449878,AAA,2013J,1969-12-31,
2456480,AAA,2013J,1969-12-31,
2457256,AAA,2013J,1969-12-31,
2458355,AAA,2013J,1969-12-31,
2460080,AAA,2013J,1969-12-31,
2461190,AAA,2013J,1969-12-31,
2469673,AAA,2013J,1969-12-31,
2470694,AAA,2013J,1969-12-31,1970-01-01
2479954,AAA,2013J,1969-12-31,
2481901,AAA,2013J,1969-12-31,
2482700,AAA,2013J,1969-12-31,
2486127,AAA,2013J,1969-12-31,
2498700,AAA,2013J,1969-12-31,
2516503,AAA,2013J,1969-12-31,
2518069,AAA,2013J,1969-12-31,
2521459,AAA,2013J,1969-12-31,
2523736,AAA,2013J,1969-12-31,
2529279,AAA,2013J,1969-12-31,
2532302,AAA,2013J,1969-12-31,
2536991,AAA,2013J,1969-12-31,
2542724,AAA,2013J,1969-12-31,1970-01-01
2550279,AAA,2013J,1969-12-31,
2551220,AAA,2013J,1969-12-31,
2552472,AAA,2013J,1969-12-31,1970-01-01
2555340,AAA,2013J,1969-12-31,
2557283,AAA,2013J,1969-12-31,
2559575,AAA,2013J,1969-12-31,
2562034,AAA,2013J,1969-12-31,
2566163,AAA,2013J,1969-12-31,
2566592,AAA,2013J,1969-12-31,
2569324,AAA,2013J,1969-12-31,1970-01-01
2574528,AAA,2013J,1969-12-31,
2574583,AAA,2013J,1969-12-31,
2576122,AAA,2013J,1969-12-31,1970-01-01
2578995,AAA,2013J,1969-12-31,
2586560,AAA,2013J,1969-12-31,
2594139,AAA,2013J,1969-12-31,
2598871,AAA,2013J,1969-12-31,
2599352,AAA,2013J,1969-12-31,
2600688,AAA,2013J,1969-12-31,
2606098,AAA,2013J,1969-12-31,
2613116,AAA,2013J,1969-12-31,
2617002,AAA,2013J,1969-12-31,
2620584,AAA,2013J,1969-12-31,
2639449,AAA,2013J,1969-12-31,
2639540,AAA,2013J,1969-12-31,
2639641,AAA,2013J,1969-12-31,
2641155,AAA,2013J,1969-12-31,
2643002,AAA,2013J,1969-12-31,
2645733,AAA,2013J,1969-12-31,
2649826,AAA,2013J,1969-12-31,
2650282,AAA,2013J,1969-12-31,
2664024,AAA,2013J,1969-12-31,
2666246,AAA,2013J,1969-12-31,
2669816,AAA,2013J,1969-12-31,
2671132,AAA,2013J,1969-12-31,
2676809,AAA,2013J,1969-12-31,
2678643,AAA,2013J,1969-12-31,
2685865,AAA,2013J,1969-12-31,
2688067,AAA,2013J,1969-12-31,
2689958,AAA,2013J,1969-12-31,
2691206,AAA,2013J,1969-12-31,
2691244,AAA,2013J,1969-12-31,
2694424,AAA,2013J,1969-12-31,
2698257,AAA,2013J,1969-12-31,
6516,AAA,2014J,1969-12-31,
24734,AAA,2014J,1969-12-31,
26192,AAA,2014J,1969-12-31,
28061,AAA,2014J,1969-12-31,
31600,AAA,2014J,1969-12-31,
46844,AAA,2014J,1969-12-31,
52765,AAA,2014J,1969-12-31,
55104,AAA,2014J,1969-12-31,
58071,AAA,2014J,1969-12-31,
58316,AAA,2014J,1969-12-31,
62487,AAA,2014J,1969-12-31,
63165,AAA,2014J,1969-12-31,
65002,AAA,2014J,1969-12-31,
70011,AAA,2014J,1969-12-31,
75255,AAA,2014J,1969-12-31,
79403,AAA,2014J,1969-12-31,1970-01-01
85092,AAA,2014J,1969-12-31,
85144,AAA,2014J,1969-12-31,
85302,AAA,2014J,1969-12-31,
87431,AAA,2014J,1969-12-31,1970-01-01
94961,AAA,2014J,1969-12-31,
95755,AAA,2014J,1969-12-31,1970-01-01
101116,AAA,2014J,1969-12-31,
107489,AAA,2014J,1969-12-31,
108872,AAA,2014J,1969-12-31,
109155,AAA,2014J,1969-12-31,
111512,AAA,2014J,1969-12-31,
117818,AAA,2014J,1969-12-31,
119902,AAA,2014J,1969-12-31,1970-01-01
121349,AAA,2014J,1969-12-31,
124064,AAA,2014J,1969-12-31,
125018,AAA,2014J,1969-12-31,
129955,AAA,2014J,1969-12-31,1970-01-01
130034,AAA,2014J,1969-12-31,
130547,AAA,2014J,1969-12-31,
130636,AAA,2014J,1969-12-31,
131390,AAA,2014J,1969-12-31,
133816,AAA,2014J,1969-12-31,
133922,AAA,2014J,1969-12-31,
135335,AAA,2014J,1969-12-31,1970-01-01
135400,AAA,2014J,1969-12-31,
135471,AAA,2014J,1969-12-31,
139033,AAA,2014J,1969-12-31,
141377,AAA,2014J,1969-12-31,
141506,AAA,2014J,1969-12-31,
146503,AAA,2014J,1969-12-31,
147756,AAA,2014J,1969-12-31,
148993,AAA,2014J,1969-12-31,
149741,AAA,2014J,1969-12-31,
149962,AAA,2014J,1969-12-31,
151587,AAA,2014J,1969-12-31,1970-01-01
152668,AAA,2014J,1969-12-31,1970-01-01
155984,AAA,2014J,1969-12-31,
158707,AAA,2014J,1969-12-31,1970-01-01
159954,AAA,2014J,1969-12-31,1970-01-01
164944,AAA,2014J,1969-12-31,
165226,AAA,2014J,1969-12-31,
167961,AAA,2014J,1969-12-31,
174024,AAA,2014J,1969-12-31,
174094,AAA,2014J,1969-12-31,
174745,AAA,2014J,1969-12-31,
175447,AAA,2014J,1969-12-31,
175772,AAA,2014J,1969-12-31,1970-01-01
183057,AAA,2014J,1969-12-31,
185350,AAA,2014J,1969-12-31,
188278,AAA,2014J,1969-12-31,
199636,AAA,2014J,1969-12-31,
199897,AAA,2014J,1970-01-01,
200804,AAA,2014J,1969-12-31,
205494,AAA,2014J,1969-12-31,
228021,AAA,2014J,1969-12-31,
228383,AAA,2014J,1969-12-31,
232307,AAA,2014J,1969-12-31,
235068,AAA,2014J,1969-12-31,
235507,AAA,2014J,1969-12-31,
236875,AAA,2014J,1969-12-31,
237274,AAA,2014J,1969-12-31,
243510,AAA,2014J,1969-12-31,
244246,AAA,2014J,1969-12-31,
248581,AAA,2014J,1969-12-31,
252073,AAA,2014J,1969-12-31,
254625,AAA,2014J,1969-12-31,
258587,AAA,2014J,1969-12-31,
260355,AAA,2014J,1969-12-31,1969-12-31
260623,AAA,2014J,1969-12-31,
263251,AAA,2014J,1969-12-31,
263543,AAA,2014J,1969-12-31,
263952,AAA,2014J,1969-12-31,
266524,AAA,2014J,1969-12-31,
268733,AAA,2014J,1969-12-31,
273346,AAA,2014J,1969-12-31,
274947,AAA,2014J,1969-12-31,1970-01-01
275674,AAA,2014J,1969-12-31,1970-01-01
275792,AAA,2014J,1969-12-31,
277123,AAA,2014J,1969-12-31,
277880,AAA,2014J,1969-12-31,1970-01-01
281077,AAA,2014J,1969-12-31,
281636,AAA,2014J,1969-12-31,
285315,AAA,2014J,1969-12-31,
287040,AAA,2014J,1969-12-31,
287204,AAA,2014J,1969-12-31,
287210,AAA,2014J,1969-12-31,
288994,AAA,2014J,1969-12-31,
289449,AAA,2014J,1969-12-31,
290164,AAA,2014J,1969-12-31,
292525,AAA,2014J,1969-12-31,
292775,AAA,2014J,1969-12-31,
293824,AAA,2014J,1969-12-31,
294496,AAA,2014J,1969-12-31,
294655,AAA,2014J,1969-12-31,
295060,AAA,2014J,1969-12-31,
295075,AAA,2014J,1969-12-31,
296424,AAA,2014J,1969-12-31,
298034,AAA,2014J,1969-12-31,
298838,AAA,2014J,1969-12-31,
301967,AAA,2014J,1969-12-31,
302476,AAA,2014J,1969-12-31,
303521,AAA,2014J,1969-12-31,
303985,AAA,2014J,1969-12-31,
304465,AAA,2014J,1969-12-31,
306646,AAA,2014J,1969-12-31,
309142,AAA,2014J,1969-12-31,
310412,AAA,2014J,1969-12-31,
311235,AAA,2014J,1969-12-31,
311659,AAA,2014J,1970-01-01,
313937,AAA,2014J,1969-12-31,
315076,AAA,2014J,1969-12-31,
315744,AAA,2014J,1969-12-31,
323370,AAA,2014J,1969-12-31,
323805,AAA,2014J,1969-12-31,1969-12-31
328024,AAA,2014J,1969-12-31,
328734,AAA,2014J,1969-12-31,1969-12-31
329659,AAA,2014J,1969-12-31,
330594,AAA,2014J,1969-12-31,
331358,AAA,2014J,1969-12-31,
332884,AAA,2014J,1969-12-31,
334441,AAA,2014J,1969-12-31,
335247,AAA,2014J,1969-12-31,
335764,AAA,2014J,1969-12-31,
337748,AAA,2014J,1969-12-31,1970-01-01
338407,AAA,2014J,1969-12-31,
341876,AAA,2014J,1969-12-31,1970-01-01
342007,AAA,2014J,1969-12-31,
345440,AAA,2014J,1969-12-31,
345519,AAA,2014J,1969-12-31,
346118,AAA,2014J,1969-12-31,
348275,AAA,2014J,1969-12-31,1970-01-01
348807,AAA,2014J,1969-12-31,
350156,AAA,2014J,1969-12-31,
350939,AAA,2014J,1969-12-31,
351336,AAA,2014J,1969-12-31,
353665,AAA,2014J,1969-12-31,
354170,AAA,2014J,1969-12-31,
356170,AAA,2014J,1969-12-31,
358182,AAA,2014J,1969-12-31,
364957,AAA,2014J,1969-12-31,
369834,AAA,2014J,1969-12-31,1970-01-01
371710,AAA,2014J,1969-12-31,
373872,AAA,2014J,1969-12-31,
375260,AAA,2014J,1969-12-31,
375646,AAA,2014J,1969-12-31,
377546,AAA,2014J,1969-12-31,
381642,AAA,2014J,1969-12-31,1970-01-01
382095,AAA,2014J,1969-12-31,
383180,AAA,2014J,1969-12-31,1970-01-01
383600,AAA,2014J,1969-12-31,
383723,AAA,2014J,1969-12-31,
384203,AAA,2014J,1969-12-31,
384725,AAA,2014J,1969-12-31,
387533,AAA,2014J,1969-12-31,
387954,AAA,2014J,1969-12-31,1970-01-01
388147,AAA,2014J,1969-12-31,
390890,AAA,2014J,1969-12-31,
391249,AAA,2014J,1969-12-31,
396599,AAA,2014J,1969-12-31,
396655,AAA,2014J,1969-12-31,
398171,AAA,2014J,1969-12-31,
398349,AAA,2014J,1969-12-31,
400147,AAA,2014J,1969-12-31,
400682,AAA,2014J,1969-12-31,
401404,AAA,2014J,1969-12-31,
402204,AAA,2014J,1969-12-31,
402727,AAA,2014J,1969-12-31,
402961,AAA,2014J,1969-12-31,
404356,AAA,2014J,1969-12-31,
406671,AAA,2014J,1969-12-31,
406682,AAA,2014J,1969-12-31,
409100,AAA,2014J,1969-12-31,
409703,AAA,2014J,1969-12-31,
410092,AAA,2014J,1969-12-31,
411971,AAA,2014J,1969-12-31,
415969,AAA,2014J,1969-12-31,
418731,AAA,2014J,1969-12-31,
421455,AAA,2014J,1969-12-31,
424577,AAA,2014J,1969-12-31,
429858,AAA,2014J,1969-12-31,
431025,AAA,2014J,1969-12-31,
439305,AAA,2014J,1969-12-31,
440319,AAA,2014J,1969-12-31,1970-01-01
442064,AAA,2014J,1969-12-31,
442132,AAA,2014J,1969-12-31,
446108,AAA,2014J,1969-12-31,
447481,AAA,2014J,1969-12-31,
468120,AAA,2014J,1969-12-31,
468694,AAA,2014J,1969-12-31,1970-01-01
470588,AAA,2014J,1969-12-31,1970-01-01
470982,AAA,2014J,1969-12-31,
476603,AAA,2014J,1969-12-31,
481022,AAA,2014J,1969-12-31,
483800,AAA,2014J,1969-12-31,
484897,AAA,2014J,1969-12-31,
485962,AAA,2014J,1969-12-31,
488382,AAA,2014J,1969-12-31,1969-12-31
488990,AAA,2014J,1969-12-31,
500113,AAA,2014J,1969-12-31,
503889,AAA,2014J,1969-12-31,
514526,AAA,2014J,1969-12-31,1969-12-31
518808,AAA,2014J,1969-12-31,
522482,AAA,2014J,1969-12-31,1970-01-01
527100,AAA,2014J,1969-12-31,
527801,AAA,2014J,1969-12-31,
533068,AAA,2014J,1969-12-31,
537081,AAA,2014J,1969-12-31,
544253,AAA,2014J,1969-12-31,
548120,AAA,2014J,1969-12-31,
561467,AAA,2014J,1969-12-31,1970-01-01
567922,AAA,2014J,1969-12-31,1969-12-31
569505,AAA,2014J,1969-12-31,
570317,AAA,2014J,1969-12-31,
574505,AAA,2014J,1969-12-31,
588477,AAA,2014J,1969-12-31,
593846,AAA,2014J,1969-12-31,1970-01-01
593987,AAA,2014J,1969-12-31,
596288,AAA,2014J,1969-12-31,
598070,AAA,2014J,1969-12-31,1969-12-31
603834,AAA,2014J,1969-12-31,
603861,AAA,2014J,1969-12-31,1970-01-01
608440,AAA,2014J,1969-12-31,1969-12-31
623710,AAA,2014J,1969-12-31,1969-12-31
623840,AAA,2014J,1969-12-31,
626240,AAA,2014J,1969-12-31,
628088,AAA,2014J,1969-12-31,1970-01-01
628312,AAA,2014J,1969-12-31,1970-01-01
630142,AAA,2014J,1969-12-31,1970-01-01
637665,AAA,2014J,1969-12-31,
639053,AAA,2014J,1969-12-31,
642878,AAA,2014J,1969-12-31,1970-01-01
648130,AAA,2014J,1969-12-31,1970-01-01
676546,AAA,2014J,1969-12-31,1970-01-01
677186,AAA,2014J,1969-12-31,
677281,AAA,2014J,1969-12-31,
684180,AAA,2014J,1969-12-31,
687698,AAA,2014J,1969-12-31,
696073,AAA,2014J,1969-12-31,
696578,AAA,2014J,1969-12-31,1970-01-01
721259,AAA,2014J,1969-12-31,1970-01-01
852847,AAA,2014J,1969-12-31,
998493,AAA,2014J,1969-12-31,
1045203,AAA,2014J,1969-12-31,
1112555,AAA,2014J,1969-12-31,
1183831,AAA,2014J,1969-12-31,1970-01-01
1268696,AAA,2014J,1969-12-31,
1336190,AAA,2014J,1969-12-31,
1352868,AAA,2014J,1969-12-31,
1398979,AAA,2014J,1969-12-31,1970-01-01
1456619,AAA,2014J,1969-12-31,1970-01-01
1469279,AAA,2014J,1969-12-31,1969-12-31
1471214,AAA,2014J,1969-12-31,
1472925,AAA,2014J,1970-01-01,
1484804,AAA,2014J,1969-12-31,
1511033,AAA,2014J,1969-12-31,
1576513,AAA,2014J,1969-12-31,
1609002,AAA,2014J,1969-12-31,
1629771,AAA,2014J,1969-12-31,
1676594,AAA,2014J,1969-12-31,1970-01-01
1686551,AAA,2014J,1969-12-31,1970-01-01
1689639,AAA,2014J,1969-12-31,1970-01-01
1715896,AAA,2014J,1969-12-31,
1721270,AAA,2014J,1969-12-31,
1757766,AAA,2014J,1969-12-31,
1773377,AAA,2014J,1969-12-31,
1799111,AAA,2014J,1969-12-31,
1818673,AAA,2014J,1969-12-31,
1839386,AAA,2014J,1969-12-31,1970-01-01
1926668,AAA,2014J,1969-12-31,
1947156,AAA,2014J,1969-12-31,
1967783,AAA,2014J,1969-12-31,
1970390,AAA,2014J,1969-12-31,
1975209,AAA,2014J,1969-12-31,
2010232,AAA,2014J,1969-12-31,
2045084,AAA,2014J,1969-12-31,
2057803,AAA,2014J,1969-12-31,
2073016,AAA,2014J,1969-12-31,
2085209,AAA,2014J,1969-12-31,
2086400,AAA,2014J,1969-12-31,
2139353,AAA,2014J,1969-12-31,
2148681,AAA,2014J,1969-12-31,
2158048,AAA,2014J,1969-12-31,1970-01-01
2158196,AAA,2014J,1969-12-31,1970-01-01
2165164,AAA,2014J,1969-12-31,
2168833,AAA,2014J,1969-12-31,1970-01-01
2207874,AAA,2014J,1969-12-31,
2240349,AAA,2014J,1969-12-31,
2244332,AAA,2014J,1969-12-31,
