student_id,code_module,code_presentation,avg_score,completion_rate,total_clicks,active_days,final_result
157568,AAA,2013J,70.6,0.8333333333333334,100,2,Pass
159954,AAA,2013J,68.2,0.8333333333333334,104,2,Withdrawn
164259,AAA,2013J,71.8,0.8333333333333334,47,2,Pass
167906,AAA,2013J,69.4,0.8333333333333334,176,2,Pass
168936,AAA,2013J,66.4,0.8333333333333334,40,1,Pass
172112,AAA,2013J,69.6,0.8333333333333334,96,2,Pass
172797,AAA,2013J,61.4,0.8333333333333334,152,2,Pass
174782,AAA,2013J,80.4,0.8333333333333334,260,2,Pass
175392,AAA,2013J,82.4,0.8333333333333334,305,2,Pass
175932,AAA,2013J,78.2,0.8333333333333334,264,2,Pass
175991,AAA,2013J,37.6,0.8333333333333334,39,2,Fail
180753,AAA,2013J,53.4,0.8333333333333334,114,2,Pass
181316,AAA,2013J,76.0,0.16666666666666666,125,2,Withdrawn
183096,AAA,2013J,54.0,0.8333333333333334,221,2,Pass
183947,AAA,2013J,49.0,0.8333333333333334,105,2,Pass
184271,AAA,2013J,59.8,0.8333333333333334,145,2,Pass
185439,AAA,2013J,74.0,0.16666666666666666,156,2,Fail
186149,AAA,2013J,76.0,0.8333333333333334,190,2,Pass
187100,AAA,2013J,89.2,0.8333333333333334,298,2,Distinction
188278,AAA,2013J,71.66666666666667,1.0,284,2,Withdrawn
189879,AAA,2013J,79.4,0.8333333333333334,120,2,Pass
192183,AAA,2013J,68.4,0.8333333333333334,169,2,Pass
195262,AAA,2013J,50.0,0.16666666666666666,56,2,Withdrawn
200860,AAA,2013J,54.4,0.8333333333333334,67,2,Pass
202635,AAA,2013J,66.66666666666667,0.5,179,2,Withdrawn
205350,AAA,2013J,72.2,0.8333333333333334,220,2,Pass
205719,AAA,2013J,56.666666666666664,0.5,124,2,Fail
227499,AAA,2013J,83.6,0.8333333333333334,195,2,Distinction
227517,AAA,2013J,62.6,0.8333333333333334,225,2,Fail
228082,AAA,2013J,72.4,0.8333333333333334,21,2,Pass
228222,AAA,2013J,61.8,0.8333333333333334,25,1,Pass
229179,AAA,2013J,66.0,0.8333333333333334,120,2,Pass
229361,AAA,2013J,78.0,0.8333333333333334,60,2,Pass
231554,AAA,2013J,67.75,0.6666666666666666,137,2,Pass
235507,AAA,2013J,57.833333333333336,1.0,51,2,Withdrawn
236284,AAA,2013J,78.0,0.8333333333333334,87,1,Pass
238007,AAA,2013J,79.2,0.8333333333333334,150,2,Pass
240712,AAA,2013J,75.8,0.8333333333333334,32,2,Pass
240884,AAA,2013J,58.4,0.8333333333333334,74,2,Pass
241649,AAA,2013J,78.8,0.8333333333333334,251,2,Pass
241729,AAA,2013J,58.6,0.8333333333333334,128,2,Fail
242793,AAA,2013J,77.4,0.8333333333333334,103,2,Pass
246834,AAA,2013J,55.6,0.8333333333333334,162,2,Pass
248270,AAA,2013J,78.4,0.8333333333333334,136,2,Pass
255548,AAA,2013J,71.4,0.8333333333333334,215,2,Pass
256815,AAA,2013J,76.8,0.8333333333333334,83,2,Pass
258392,AAA,2013J,58.8,0.8333333333333334,106,2,Pass
258894,AAA,2013J,64.8,0.8333333333333334,151,2,Pass
260355,AAA,2013J,57.5,0.3333333333333333,82,2,Withdrawn
262011,AAA,2013J,71.0,0.8333333333333334,124,2,Pass
262934,AAA,2013J,76.6,0.8333333333333334,265,2,Pass
268073,AAA,2013J,74.6,0.8333333333333334,185,2,Fail
268733,AAA,2013J,43.0,0.3333333333333333,43,2,Withdrawn
271251,AAA,2013J,76.4,0.8333333333333334,244,2,Pass
277880,AAA,2013J,67.66666666666667,1.0,141,2,Withdrawn
279572,AAA,2013J,79.2,0.8333333333333334,208,2,Distinction
281022,AAA,2013J,73.4,0.8333333333333334,61,2,Pass
281250,AAA,2013J,55.4,0.8333333333333334,43,2,Fail
281589,AAA,2013J,0.0,0.0,32,2,Fail
282821,AAA,2013J,60.6,0.8333333333333334,205,2,Pass
286488,AAA,2013J,71.0,0.8333333333333334,76,2,Pass
287548,AAA,2013J,67.8,0.8333333333333334,119,2,Pass
290201,AAA,2013J,70.4,0.8333333333333334,127,2,Pass
290757,AAA,2013J,75.0,0.8333333333333334,58,2,Pass
291334,AAA,2013J,83.6,0.8333333333333334,309,2,Distinction
292923,AAA,2013J,0.0,0.0,0,0,Withdrawn
293699,AAA,2013J,46.75,0.6666666666666666,6,2,Pass
294570,AAA,2013J,78.2,0.8333333333333334,211,2,Pass
294594,AAA,2013J,52.8,0.8333333333333334,102,1,Pass
295741,AAA,2013J,71.0,1.0,81,2,Fail
296332,AAA,2013J,86.8,0.8333333333333334,156,2,Distinction
298696,AAA,2013J,80.8,0.8333333333333334,70,2,Pass
300398,AAA,2013J,78.8,0.8333333333333334,212,2,Pass
302302,AAA,2013J,58.666666666666664,0.5,59,2,Fail
305152,AAA,2013J,64.0,0.16666666666666666,43,2,Fail
305386,AAA,2013J,78.0,0.8333333333333334,193,2,Pass
305539,AAA,2013J,0.0,0.0,29,1,Withdrawn
306107,AAA,2013J,58.2,0.8333333333333334,42,1,Pass
306466,AAA,2013J,82.0,0.8333333333333334,137,2,Pass
306897,AAA,2013J,62.6,0.8333333333333334,224,2,Pass
307061,AAA,2013J,81.2,0.8333333333333334,103,2,Pass
307866,AAA,2013J,60.0,0.6666666666666666,134,2,Pass
311917,AAA,2013J,59.2,0.8333333333333334,184,2,Pass
312537,AAA,2013J,87.8,0.8333333333333334,238,2,Distinction
312782,AAA,2013J,61.8,0.8333333333333334,55,2,Pass
318933,AAA,2013J,66.6,0.8333333333333334,130,2,Pass
319047,AAA,2013J,78.4,0.8333333333333334,137,2,Pass
321942,AAA,2013J,80.4,0.8333333333333334,278,2,Pass
324002,AAA,2013J,80.4,0.8333333333333334,156,2,Pass
324084,AAA,2013J,57.6,0.8333333333333334,118,2,Pass
324282,AAA,2013J,61.2,0.8333333333333334,41,2,Pass
331358,AAA,2013J,84.66666666666667,1.0,418,2,Withdrawn
332789,AAA,2013J,74.4,0.8333333333333334,126,2,Pass
333059,AAA,2013J,65.8,0.8333333333333334,24,2,Pass
333323,AAA,2013J,74.4,0.8333333333333334,102,2,Pass
334259,AAA,2013J,53.0,0.3333333333333333,88,2,Fail
334333,AAA,2013J,36.0,0.16666666666666666,77,2,Withdrawn
335764,AAA,2013J,86.875,1.0,179,2,Withdrawn
336207,AAA,2013J,68.2,0.8333333333333334,70,2,Pass
339972,AAA,2013J,49.8,0.8333333333333334,93,2,Pass
341872,AAA,2013J,64.2,0.8333333333333334,0,0,Fail
342007,AAA,2013J,82.33333333333333,1.0,95,2,Withdrawn
342514,AAA,2013J,77.2,0.8333333333333334,196,2,Pass
342972,AAA,2013J,60.4,0.8333333333333334,119,2,Pass
343446,AAA,2013J,78.4,0.8333333333333334,347,2,Pass
344282,AAA,2013J,49.2,0.8333333333333334,10,1,Fail
345068,AAA,2013J,78.0,0.8333333333333334,46,2,Pass
345357,AAA,2013J,80.4,0.8333333333333334,144,2,Distinction
346025,AAA,2013J,82.4,0.8333333333333334,57,2,Pass
346843,AAA,2013J,0.0,0.0,32,1,Fail
350188,AAA,2013J,73.8,0.8333333333333334,53,2,Pass
354858,AAA,2013J,0.0,0.0,116,2,Withdrawn
357668,AAA,2013J,57.0,0.5,15,1,Fail
364177,AAA,2013J,69.0,0.6666666666666666,56,2,Fail
365244,AAA,2013J,56.4,0.8333333333333334,132,2,Pass
365642,AAA,2013J,70.0,0.8333333333333334,180,2,Pass
366483,AAA,2013J,76.8,0.8333333333333334,109,2,Pass
368194,AAA,2013J,50.4,0.8333333333333334,87,2,Pass
368824,AAA,2013J,55.6,0.8333333333333334,62,2,Fail
368963,AAA,2013J,66.4,0.8333333333333334,114,2,Pass
376439,AAA,2013J,87.0,0.8333333333333334,238,2,Distinction
376581,AAA,2013J,72.8,0.8333333333333334,113,1,Pass
380953,AAA,2013J,67.8,0.8333333333333334,56,2,Pass
383254,AAA,2013J,75.6,0.8333333333333334,38,2,Pass
386924,AAA,2013J,67.8,0.8333333333333334,8,1,Pass
386952,AAA,2013J,68.0,0.8333333333333334,113,2,Pass
388722,AAA,2013J,63.8,0.8333333333333334,95,2,Pass
388885,AAA,2013J,60.6,0.8333333333333334,163,2,Pass
390890,AAA,2013J,68.625,1.0,65,2,Withdrawn
392756,AAA,2013J,45.0,0.8333333333333334,74,2,Fail
392931,AAA,2013J,68.4,0.8333333333333334,136,2,Pass
393207,AAA,2013J,74.2,0.8333333333333334,94,2,Pass
396872,AAA,2013J,61.4,0.8333333333333334,77,2,Pass
398552,AAA,2013J,46.4,0.8333333333333334,48,2,Fail
401869,AAA,2013J,65.0,0.8333333333333334,109,2,Pass
402470,AAA,2013J,72.6,0.8333333333333334,218,2,Pass
404804,AAA,2013J,43.8,0.8333333333333334,122,2,Pass
405088,AAA,2013J,77.2,0.8333333333333334,129,2,Pass
405961,AAA,2013J,0.0,0.0,0,0,Withdrawn
414117,AAA,2013J,76.4,0.8333333333333334,69,2,Pass
415969,AAA,2013J,59.666666666666664,1.0,209,2,Withdrawn
420087,AAA,2013J,76.0,0.5,60,1,Fail
429958,AAA,2013J,58.4,0.8333333333333334,41,1,Pass
441018,AAA,2013J,59.8,0.8333333333333334,91,2,Pass
441888,AAA,2013J,70.6,0.8333333333333334,71,2,Pass
442442,AAA,2013J,40.5,0.3333333333333333,127,2,Withdrawn
444677,AAA,2013J,87.6,0.8333333333333334,53,2,Distinction
470588,AAA,2013J,79.33333333333333,0.5,123,2,Withdrawn
489455,AAA,2013J,70.6,0.8333333333333334,273,2,Pass
494424,AAA,2013J,0.0,0.0,50,2,Fail
495284,AAA,2013J,66.6,0.8333333333333334,117,1,Pass
498857,AAA,2013J,73.0,0.8333333333333334,99,2,Pass
508818,AAA,2013J,71.8,0.8333333333333334,85,2,Pass
512460,AAA,2013J,72.4,0.8333333333333334,71,2,Pass
544103,AAA,2013J,81.0,0.8333333333333334,183,2,Pass
550383,AAA,2013J,72.0,0.8333333333333334,115,2,Pass
564450,AAA,2013J,59.2,0.8333333333333334,72,2,Fail
568601,AAA,2013J,81.5,0.3333333333333333,119,1,Withdrawn
572652,AAA,2013J,73.2,0.8333333333333334,57,2,Pass
580389,AAA,2013J,71.4,0.8333333333333334,169,2,Pass
581129,AAA,2013J,40.0,0.3333333333333333,58,1,Fail
588775,AAA,2013J,82.8,0.8333333333333334,158,2,Pass
591774,AAA,2013J,76.2,0.8333333333333334,92,2,Pass
603861,AAA,2013J,63.0,1.0,64,2,Withdrawn
606143,AAA,2013J,66.0,0.3333333333333333,121,2,Fail
704156,AAA,2013J,66.0,0.8333333333333334,215,2,Pass
705379,AAA,2013J,80.8,0.8333333333333334,200,2,Distinction
721259,AAA,2013J,65.0,0.16666666666666666,171,2,Withdrawn
749412,AAA,2013J,72.0,0.8333333333333334,155,2,Pass
760729,AAA,2013J,81.2,0.8333333333333334,262,2,Distinction
905042,AAA,2013J,76.4,0.8333333333333334,201,2,Pass
949618,AAA,2013J,61.8,0.8333333333333334,119,2,Pass
958987,AAA,2013J,77.2,0.8333333333333334,51,2,Pass
968578,AAA,2013J,72.0,0.8333333333333334,81,2,Pass
969076,AAA,2013J,59.75,0.6666666666666666,86,2,Withdrawn
971027,AAA,2013J,68.0,0.8333333333333334,150,2,Pass
978739,AAA,2013J,56.6,0.8333333333333334,248,2,Pass
1035023,AAA,2013J,70.0,0.8333333333333334,114,2,Pass
1105478,AAA,2013J,82.6,0.8333333333333334,123,2,Pass
1352868,AAA,2013J,68.57142857142857,1.0,108,2,Withdrawn
1401935,AAA,2013J,35.0,0.3333333333333333,81,2,Fail
1402638,AAA,2013J,75.2,0.8333333333333334,129,2,Pass
1414443,AAA,2013J,59.0,0.3333333333333333,177,2,Fail
1456619,AAA,2013J,63.0,0.16666666666666666,133,2,Withdrawn
1465690,AAA,2013J,81.8,0.8333333333333334,138,2,Pass
1472925,AAA,2013J,61.9,1.0,32,1,Fail
1488959,AAA,2013J,61.8,0.8333333333333334,246,2,Pass
1518989,AAA,2013J,73.0,0.8333333333333334,185,2,Pass
1618738,AAA,2013J,79.6,0.8333333333333334,172,1,Pass
1620151,AAA,2013J,77.5,0.3333333333333333,292,2,Fail
1626710,AAA,2013J,84.6,0.8333333333333334,339,2,Distinction
1640609,AAA,2013J,85.0,0.8333333333333334,190,2,Pass
1686521,AAA,2013J,68.0,0.16666666666666666,134,2,Withdrawn
1729319,AAA,2013J,78.2,0.8333333333333334,154,2,Pass
1746134,AAA,2013J,83.8,0.8333333333333334,154,2,Pass
1758449,AAA,2013J,61.0,0.3333333333333333,247,2,Withdrawn
1763015,AAA,2013J,0.0,0.0,130,1,Withdrawn
1765788,AAA,2013J,66.2,0.8333333333333334,446,2,Pass
1801229,AAA,2013J,76.8,0.8333333333333334,135,2,Pass
1801641,AAA,2013J,77.4,0.8333333333333334,117,2,Pass
1847830,AAA,2013J,71.0,0.8333333333333334,114,2,Pass
1860318,AAA,2013J,62.6,0.8333333333333334,147,2,Pass
1889511,AAA,2013J,72.0,0.8333333333333334,111,2,Pass
1889577,AAA,2013J,73.6,0.8333333333333334,95,2,Pass
1894188,AAA,2013J,70.4,0.8333333333333334,281,2,Pass
1938355,AAA,2013J,73.0,0.8333333333333334,170,2,Pass
1942396,AAA,2013J,53.6,0.8333333333333334,118,2,Pass
1970390,AAA,2013J,83.6,1.0,262,2,Withdrawn
1976139,AAA,2013J,67.25,0.6666666666666666,89,2,Pass
2011876,AAA,2013J,76.0,0.8333333333333334,95,2,Pass
2012966,AAA,2013J,78.4,0.8333333333333334,162,2,Pass
2051699,AAA,2013J,66.6,0.8333333333333334,121,2,Pass
2062879,AAA,2013J,61.2,0.8333333333333334,105,2,Fail
2065691,AAA,2013J,35.666666666666664,0.5,1,1,Withdrawn
2073016,AAA,2013J,58.857142857142854,1.0,127,2,Withdrawn
2080474,AAA,2013J,69.6,0.8333333333333334,100,2,Pass
2083877,AAA,2013J,67.8,0.8333333333333334,150,2,Pass
2084066,AAA,2013J,59.75,0.6666666666666666,211,2,Fail
2104505,AAA,2013J,65.6,0.8333333333333334,119,2,Pass
2122180,AAA,2013J,82.4,0.8333333333333334,262,2,Distinction
2139353,AAA,2013J,66.5,1.0,56,2,Withdrawn
2143752,AAA,2013J,52.6,0.8333333333333334,159,2,Pass
2146792,AAA,2013J,70.0,0.8333333333333334,125,2,Pass
2149225,AAA,2013J,0.0,0.0,114,2,Withdrawn
2153153,AAA,2013J,62.2,0.8333333333333334,161,1,Pass
2155014,AAA,2013J,73.8,0.8333333333333334,121,2,Pass
2164705,AAA,2013J,70.0,0.16666666666666666,112,2,Fail
2171627,AAA,2013J,69.0,0.8333333333333334,122,2,Pass
2182846,AAA,2013J,66.0,0.8333333333333334,191,2,Pass
2194100,AAA,2013J,67.2,0.8333333333333334,90,2,Pass
2197016,AAA,2013J,75.6,0.8333333333333334,127,2,Pass
2208424,AAA,2013J,71.2,0.8333333333333334,143,2,Pass
2229865,AAA,2013J,76.4,0.8333333333333334,150,2,Pass
2255601,AAA,2013J,54.5,0.3333333333333333,193,2,Withdrawn
2268379,AAA,2013J,83.0,0.8333333333333334,100,2,Pass
2278464,AAA,2013J,51.4,0.8333333333333334,102,2,Pass
2293923,AAA,2013J,61.2,0.8333333333333334,66,2,Pass
2312620,AAA,2013J,32.0,0.5,155,2,Withdrawn
2318055,AAA,2013J,75.8,0.8333333333333334,0,0,Withdrawn
2324976,AAA,2013J,0.0,0.0,0,0,Withdrawn
2329342,AAA,2013J,57.2,0.8333333333333334,87,1,Pass
2339528,AAA,2013J,80.0,0.8333333333333334,32,2,Distinction
2342426,AAA,2013J,73.2,0.8333333333333334,88,2,Fail
2344901,AAA,2013J,51.5,0.6666666666666666,53,2,Fail
2358056,AAA,2013J,67.8,0.8333333333333334,112,2,Fail
2358969,AAA,2013J,69.0,1.0,136,2,Withdrawn
2364471,AAA,2013J,83.4,0.8333333333333334,261,2,Pass
2365101,AAA,2013J,0.0,0.0,0,0,Withdrawn
2367155,AAA,2013J,75.6,0.8333333333333334,106,2,Pass
2369266,AAA,2013J,50.6,0.8333333333333334,181,2,Pass
2376496,AAA,2013J,73.4,0.8333333333333334,118,2,Pass
2391984,AAA,2013J,73.0,0.6666666666666666,71,2,Withdrawn
2411661,AAA,2013J,46.8,0.8333333333333334,146,2,Fail
2411778,AAA,2013J,80.0,0.3333333333333333,312,2,Withdrawn
2412002,AAA,2013J,82.8,0.8333333333333334,157,2,Distinction
2412967,AAA,2013J,77.6,0.8333333333333334,184,2,Pass
2429854,AAA,2013J,51.0,0.16666666666666666,79,1,Withdrawn
2437837,AAA,2013J,74.4,0.8333333333333334,254,2,Pass
2449878,AAA,2013J,60.6,0.8333333333333334,43,2,Pass
2456480,AAA,2013J,24.666666666666668,0.5,43,2,Fail
2457256,AAA,2013J,70.0,0.8333333333333334,166,2,Pass
2458355,AAA,2013J,90.6,0.8333333333333334,191,2,Pass
2460080,AAA,2013J,78.8,0.8333333333333334,207,2,Pass
2461190,AAA,2013J,56.0,0.3333333333333333,132,2,Fail
2469673,AAA,2013J,44.5,0.6666666666666666,51,2,Fail
2470694,AAA,2013J,67.0,0.3333333333333333,166,2,Withdrawn
2479954,AAA,2013J,79.6,0.8333333333333334,67,2,Pass
2481901,AAA,2013J,75.8,0.8333333333333334,152,2,Pass
2482700,AAA,2013J,55.6,0.8333333333333334,133,2,Pass
2486127,AAA,2013J,73.6,0.8333333333333334,142,2,Pass
2498700,AAA,2013J,77.2,0.8333333333333334,90,2,Pass
2516503,AAA,2013J,79.4,0.8333333333333334,80,2,Pass
2518069,AAA,2013J,76.6,0.8333333333333334,107,2,Pass
2521459,AAA,2013J,60.8,0.8333333333333334,94,2,Pass
2523736,AAA,2013J,61.75,0.6666666666666666,38,2,Pass
2529279,AAA,2013J,78.0,0.8333333333333334,181,2,Pass
2532302,AAA,2013J,63.2,0.8333333333333334,128,2,Pass
2536991,AAA,2013J,80.8,0.8333333333333334,80,2,Distinction
2542724,AAA,2013J,0.0,0.0,68,2,Withdrawn
2550279,AAA,2013J,62.6,0.8333333333333334,219,2,Pass
2551220,AAA,2013J,64.8,0.8333333333333334,80,2,Pass
2552472,AAA,2013J,53.5,0.3333333333333333,76,2,Withdrawn
2555340,AAA,2013J,80.6,0.8333333333333334,154,2,Pass
2557283,AAA,2013J,81.2,0.8333333333333334,382,2,Pass
2559575,AAA,2013J,71.2,0.8333333333333334,109,2,Pass
2562034,AAA,2013J,65.4,0.8333333333333334,90,2,Pass
2566163,AAA,2013J,71.8,0.8333333333333334,98,2,Pass
2566592,AAA,2013J,71.8,0.8333333333333334,85,2,Pass
2569324,AAA,2013J,71.2,0.8333333333333334,25,2,Withdrawn
2574528,AAA,2013J,75.4,0.8333333333333334,124,2,Pass
2574583,AAA,2013J,70.8,0.8333333333333334,114,2,Pass
2576122,AAA,2013J,64.0,0.3333333333333333,78,2,Withdrawn
2578995,AAA,2013J,79.6,0.8333333333333334,135,2,Pass
2586560,AAA,2013J,73.6,0.8333333333333334,273,2,Pass
2594139,AAA,2013J,76.0,0.8333333333333334,218,2,Pass
2598871,AAA,2013J,72.6,0.8333333333333334,167,2,Pass
2599352,AAA,2013J,76.4,0.8333333333333334,103,2,Pass
2600688,AAA,2013J,70.0,0.8333333333333334,105,2,Pass
2606098,AAA,2013J,71.4,0.8333333333333334,79,2,Pass
2613116,AAA,2013J,78.2,0.8333333333333334,156,2,Pass
2617002,AAA,2013J,64.8,0.8333333333333334,106,2,Pass
2620584,AAA,2013J,0.0,0.0,50,2,Fail
2639449,AAA,2013J,56.0,0.6666666666666666,93,2,Pass
2639540,AAA,2013J,79.4,0.8333333333333334,78,2,Pass
2639641,AAA,2013J,65.6,0.8333333333333334,111,2,Pass
2641155,AAA,2013J,79.2,0.8333333333333334,230,2,Pass
2643002,AAA,2013J,51.2,0.8333333333333334,276,2,Pass
2645733,AAA,2013J,82.6,0.8333333333333334,187,2,Pass
2649826,AAA,2013J,83.4,0.8333333333333334,374,2,Distinction
2650282,AAA,2013J,84.2,0.8333333333333334,81,2,Pass
2664024,AAA,2013J,63.2,0.8333333333333334,62,2,Pass
2666246,AAA,2013J,76.0,0.8333333333333334,118,2,Pass
2669816,AAA,2013J,57.2,0.8333333333333334,43,2,Fail
2671132,AAA,2013J,68.8,0.8333333333333334,185,2,Pass
2676809,AAA,2013J,43.333333333333336,0.5,62,2,Fail
2678643,AAA,2013J,71.4,0.8333333333333334,230,2,Pass
2685865,AAA,2013J,78.6,0.8333333333333334,122,2,Pass
2688067,AAA,2013J,67.8,0.8333333333333334,66,2,Pass
2689958,AAA,2013J,81.6,0.8333333333333334,132,2,Distinction
2691206,AAA,2013J,84.8,0.8333333333333334,154,2,Distinction
2691244,AAA,2013J,58.25,0.6666666666666666,37,2,Pass
2694424,AAA,2013J,79.4,0.8333333333333334,109,2,Pass
2698257,AAA,2013J,67.8,0.8333333333333334,94,2,Pass
6516,AAA,2014J,61.8,0.8333333333333334,0,0,Pass
24734,AAA,2014J,46.8,0.8333333333333334,0,0,Pass
26192,AAA,2014J,86.2,0.8333333333333334,0,0,Distinction
28061,AAA,2014J,77.6,0.8333333333333334,0,0,Pass
31600,AAA,2014J,54.8,0.8333333333333334,0,0,Pass
46844,AAA,2014J,64.8,0.8333333333333334,0,0,Pass
52765,AAA,2014J,63.0,0.8333333333333334,0,0,Pass
55104,AAA,2014J,71.0,0.8333333333333334,0,0,Pass
58071,AAA,2014J,76.0,0.8333333333333334,0,0,Pass
58316,AAA,2014J,73.4,0.8333333333333334,0,0,Pass
62487,AAA,2014J,71.6,0.8333333333333334,0,0,Pass
63165,AAA,2014J,51.4,0.8333333333333334,0,0,Pass
65002,AAA,2014J,67.0,0.6666666666666666,0,0,Fail
70011,AAA,2014J,80.2,0.8333333333333334,0,0,Pass
75255,AAA,2014J,81.8,0.8333333333333334,0,0,Pass
79403,AAA,2014J,60.666666666666664,0.5,0,0,Withdrawn
85092,AAA,2014J,58.0,0.6666666666666666,0,0,Pass
85144,AAA,2014J,77.6,0.8333333333333334,0,0,Pass
85302,AAA,2014J,71.2,0.8333333333333334,0,0,Pass
87431,AAA,2014J,50.0,0.5,0,0,Withdrawn
94961,AAA,2014J,65.33333333333333,1.0,0,0,Pass
95755,AAA,2014J,45.0,0.3333333333333333,0,0,Withdrawn
101116,AAA,2014J,82.6,0.8333333333333334,0,0,Pass
107489,AAA,2014J,82.0,0.8333333333333334,0,0,Pass
108872,AAA,2014J,61.8,0.8333333333333334,0,0,Pass
109155,AAA,2014J,67.8,0.8333333333333334,0,0,Pass
111512,AAA,2014J,0.0,0.0,0,0,Fail
117818,AAA,2014J,57.6,0.8333333333333334,0,0,Pass
119902,AAA,2014J,67.0,0.6666666666666666,0,0,Withdrawn
121349,AAA,2014J,76.0,0.8333333333333334,0,0,Pass
124064,AAA,2014J,87.2,0.8333333333333334,0,0,Distinction
125018,AAA,2014J,64.8,0.8333333333333334,0,0,Pass
129955,AAA,2014J,81.0,1.0,0,0,Withdrawn
130034,AAA,2014J,78.4,0.8333333333333334,0,0,Pass
130547,AAA,2014J,58.4,0.8333333333333334,0,0,Pass
130636,AAA,2014J,60.0,0.8333333333333334,0,0,Pass
131390,AAA,2014J,78.6,0.8333333333333334,0,0,Pass
133816,AAA,2014J,65.4,0.8333333333333334,0,0,Pass
133922,AAA,2014J,78.2,0.8333333333333334,0,0,Pass
135335,AAA,2014J,0.0,0.0,0,0,Withdrawn
135400,AAA,2014J,53.142857142857146,1.0,0,0,Pass
135471,AAA,2014J,84.0,0.8333333333333334,0,0,Distinction
139033,AAA,2014J,61.0,0.8333333333333334,0,0,Fail
141377,AAA,2014J,48.833333333333336,1.0,0,0,Pass
141506,AAA,2014J,75.0,0.16666666666666666,0,0,Fail
146503,AAA,2014J,63.4,0.8333333333333334,0,0,Pass
