student_id,code_module,code_presentation,avg_score,completion_rate,total_clicks,active_days,final_result,risk_level,engagement_profile,global_profile,cluster_label,cluster_profile
91265,AAA,2013J,70.8,0.8333333333333334,85,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
94961,AAA,2013J,65.33333333333333,1.0,113,2,Withdrawn,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
98094,AAA,2013J,60.6,0.8333333333333334,383,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
100893,AAA,2013J,68.4,0.8333333333333334,53,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
101781,AAA,2013J,72.6,0.8333333333333334,248,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
102806,AAA,2013J,78.0,0.8333333333333334,86,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
102952,AAA,2013J,76.6,0.8333333333333334,136,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
104476,AAA,2013J,79.6,0.8333333333333334,356,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
106247,AAA,2013J,60.0,0.5,25,1,Withdrawn,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,0,TOP_PERFORMERS
106577,AAA,2013J,53.4,0.8333333333333334,158,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
110175,AAA,2013J,63.4,0.8333333333333334,87,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
111717,AAA,2013J,81.0,0.5,250,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
113295,AAA,2013J,77.6,0.8333333333333334,113,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
114017,AAA,2013J,71.8,0.8333333333333334,96,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
114999,AAA,2013J,72.8,0.8333333333333334,94,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
116541,AAA,2013J,62.4,0.8333333333333334,103,1,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
116692,AAA,2013J,74.2,0.8333333333333334,183,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
118983,AAA,2013J,61.8,0.8333333333333334,20,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
123044,AAA,2013J,71.4,0.8333333333333334,171,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
127582,AAA,2013J,69.6,0.8333333333333334,49,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
129955,AAA,2013J,81.0,1.0,126,2,Withdrawn,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
132976,AAA,2013J,67.4,0.8333333333333334,83,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
134143,AAA,2013J,84.4,0.8333333333333334,280,2,Distinction,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
135335,AAA,2013J,0.0,0.0,16,2,Withdrawn,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
135400,AAA,2013J,53.142857142857146,1.0,68,1,Withdrawn,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
137873,AAA,2013J,80.2,0.8333333333333334,166,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
141355,AAA,2013J,72.6,0.8333333333333334,154,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
141377,AAA,2013J,48.833333333333336,1.0,5,1,Withdrawn,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,0,TOP_PERFORMERS
142326,AAA,2013J,73.6,0.8333333333333334,127,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
144801,AAA,2013J,68.8,0.8333333333333334,214,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
145130,AAA,2013J,54.4,0.8333333333333334,117,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
146188,AAA,2013J,50.0,0.8333333333333334,65,2,Fail,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
147756,AAA,2013J,68.66666666666667,1.0,120,2,Fail,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
147793,AAA,2013J,52.0,0.1666666666666666,17,2,Withdrawn,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
148993,AAA,2013J,79.5,1.0,165,2,Withdrawn,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
151358,AAA,2013J,50.0,0.8333333333333334,15,1,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,0,TOP_PERFORMERS
155550,AAA,2013J,67.0,0.8333333333333334,120,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
155854,AAA,2013J,79.8,0.8333333333333334,206,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
155984,AAA,2013J,78.14285714285714,1.0,175,2,Withdrawn,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
157568,AAA,2013J,70.6,0.8333333333333334,100,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
159954,AAA,2013J,68.2,0.8333333333333334,104,2,Withdrawn,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
164259,AAA,2013J,71.8,0.8333333333333334,47,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
167906,AAA,2013J,69.4,0.8333333333333334,176,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
168936,AAA,2013J,66.4,0.8333333333333334,40,1,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,0,TOP_PERFORMERS
172112,AAA,2013J,69.6,0.8333333333333334,96,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
172797,AAA,2013J,61.4,0.8333333333333334,152,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
174782,AAA,2013J,80.4,0.8333333333333334,260,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
175392,AAA,2013J,82.4,0.8333333333333334,305,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
175932,AAA,2013J,78.2,0.8333333333333334,264,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
175991,AAA,2013J,37.6,0.8333333333333334,39,2,Fail,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
180753,AAA,2013J,53.4,0.8333333333333334,114,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
181316,AAA,2013J,76.0,0.1666666666666666,125,2,Withdrawn,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
183096,AAA,2013J,54.0,0.8333333333333334,221,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
183947,AAA,2013J,49.0,0.8333333333333334,105,2,Pass,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
184271,AAA,2013J,59.8,0.8333333333333334,145,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
185439,AAA,2013J,74.0,0.1666666666666666,156,2,Fail,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
186149,AAA,2013J,76.0,0.8333333333333334,190,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
187100,AAA,2013J,89.2,0.8333333333333334,298,2,Distinction,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
188278,AAA,2013J,71.66666666666667,1.0,284,2,Withdrawn,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
189879,AAA,2013J,79.4,0.8333333333333334,120,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
192183,AAA,2013J,68.4,0.8333333333333334,169,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
195262,AAA,2013J,50.0,0.1666666666666666,56,2,Withdrawn,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
200860,AAA,2013J,54.4,0.8333333333333334,67,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
202635,AAA,2013J,66.66666666666667,0.5,179,2,Withdrawn,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
205350,AAA,2013J,72.2,0.8333333333333334,220,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
205719,AAA,2013J,56.66666666666666,0.5,124,2,Fail,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
227499,AAA,2013J,83.6,0.8333333333333334,195,2,Distinction,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
227517,AAA,2013J,62.6,0.8333333333333334,225,2,Fail,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
228082,AAA,2013J,72.4,0.8333333333333334,21,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
228222,AAA,2013J,61.8,0.8333333333333334,25,1,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,0,TOP_PERFORMERS
229179,AAA,2013J,66.0,0.8333333333333334,120,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
229361,AAA,2013J,78.0,0.8333333333333334,60,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
231554,AAA,2013J,67.75,0.6666666666666666,137,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
235507,AAA,2013J,57.833333333333336,1.0,51,2,Withdrawn,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
236284,AAA,2013J,78.0,0.8333333333333334,87,1,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
238007,AAA,2013J,79.2,0.8333333333333334,150,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
240712,AAA,2013J,75.8,0.8333333333333334,32,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
240884,AAA,2013J,58.4,0.8333333333333334,74,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
241649,AAA,2013J,78.8,0.8333333333333334,251,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
241729,AAA,2013J,58.6,0.8333333333333334,128,2,Fail,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
242793,AAA,2013J,77.4,0.8333333333333334,103,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
246834,AAA,2013J,55.6,0.8333333333333334,162,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
248270,AAA,2013J,78.4,0.8333333333333334,136,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
255548,AAA,2013J,71.4,0.8333333333333334,215,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
256815,AAA,2013J,76.8,0.8333333333333334,83,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
258392,AAA,2013J,58.8,0.8333333333333334,106,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
258894,AAA,2013J,64.8,0.8333333333333334,151,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
260355,AAA,2013J,57.5,0.3333333333333333,82,2,Withdrawn,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
262011,AAA,2013J,71.0,0.8333333333333334,124,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
262934,AAA,2013J,76.6,0.8333333333333334,265,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
268073,AAA,2013J,74.6,0.8333333333333334,185,2,Fail,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
268733,AAA,2013J,43.0,0.3333333333333333,43,2,Withdrawn,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
271251,AAA,2013J,76.4,0.8333333333333334,244,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
277880,AAA,2013J,67.66666666666667,1.0,141,2,Withdrawn,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
279572,AAA,2013J,79.2,0.8333333333333334,208,2,Distinction,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
281022,AAA,2013J,73.4,0.8333333333333334,61,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
281250,AAA,2013J,55.4,0.8333333333333334,43,2,Fail,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
281589,AAA,2013J,0.0,0.0,32,2,Fail,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
282821,AAA,2013J,60.6,0.8333333333333334,205,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
286488,AAA,2013J,71.0,0.8333333333333334,76,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
287548,AAA,2013J,67.8,0.8333333333333334,119,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
290201,AAA,2013J,70.4,0.8333333333333334,127,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
290757,AAA,2013J,75.0,0.8333333333333334,58,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
291334,AAA,2013J,83.6,0.8333333333333334,309,2,Distinction,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
292923,AAA,2013J,0.0,0.0,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
293699,AAA,2013J,46.75,0.6666666666666666,6,2,Pass,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
294570,AAA,2013J,78.2,0.8333333333333334,211,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
294594,AAA,2013J,52.8,0.8333333333333334,102,1,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
295741,AAA,2013J,71.0,1.0,81,2,Fail,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
296332,AAA,2013J,86.8,0.8333333333333334,156,2,Distinction,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
298696,AAA,2013J,80.8,0.8333333333333334,70,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
300398,AAA,2013J,78.8,0.8333333333333334,212,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
302302,AAA,2013J,58.66666666666666,0.5,59,2,Fail,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
305152,AAA,2013J,64.0,0.1666666666666666,43,2,Fail,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
305386,AAA,2013J,78.0,0.8333333333333334,193,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
305539,AAA,2013J,0.0,0.0,29,1,Withdrawn,HIGH,HIGH_ENGAGEMENT,HIGH_RISK_HIGH_ENGAGEMENT,1,STRUGGLING_STUDENTS
306107,AAA,2013J,58.2,0.8333333333333334,42,1,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,0,TOP_PERFORMERS
306466,AAA,2013J,82.0,0.8333333333333334,137,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
306897,AAA,2013J,62.6,0.8333333333333334,224,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
307061,AAA,2013J,81.2,0.8333333333333334,103,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
307866,AAA,2013J,60.0,0.6666666666666666,134,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
311917,AAA,2013J,59.2,0.8333333333333334,184,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
312537,AAA,2013J,87.8,0.8333333333333334,238,2,Distinction,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
312782,AAA,2013J,61.8,0.8333333333333334,55,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
318933,AAA,2013J,66.6,0.8333333333333334,130,2,Pass,MEDIUM,HIGH_ENGAGEMENT,MEDIUM_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
319047,AAA,2013J,78.4,0.8333333333333334,137,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
321942,AAA,2013J,80.4,0.8333333333333334,278,2,Pass,LOW,HIGH_ENGAGEMENT,LOW_RISK_HIGH_ENGAGEMENT,2,AVERAGE_PERFORMERS
